tX,tY,tZ,rX,rY,rZ,rW,time(s)
-0.2867627,8.760443,-2.656784,0.1141323,-0.1571003,0.01828138,0.9807951,290.4672
-0.2865299,8.760758,-2.656,0.1141324,-0.1571003,0.01828133,0.9807952,290.5006
-0.2861169,8.760806,-2.654924,0.1141324,-0.1571003,0.01828131,0.9807952,290.5339
-0.2861394,8.760815,-2.654829,0.1141324,-0.1571003,0.01828131,0.9807952,290.5672
-0.2861164,8.761067,-2.654246,0.1141324,-0.1571003,0.01828132,0.9807953,290.6006
-0.2860227,8.761594,-2.653522,0.1141324,-0.1571004,0.01828132,0.9807952,290.6339
-0.2857408,8.761453,-2.653256,0.1141324,-0.1571003,0.01828131,0.9807951,290.6672
-0.2856995,8.7615,-2.652838,0.1141323,-0.1571004,0.01828134,0.9807951,290.7006
-0.2855265,8.761468,-2.652657,0.1141324,-0.1571003,0.0182813,0.9807952,290.7339
-0.2851596,8.761268,-2.651798,0.1141324,-0.1571003,0.01828131,0.9807952,290.7672
-0.2850204,8.761074,-2.651574,0.1141324,-0.1571004,0.01828132,0.9807953,290.8006
-0.2848268,8.760826,-2.651066,0.1141324,-0.1571003,0.01828129,0.9807951,290.8339
-0.2845948,8.760502,-2.650794,0.1141324,-0.1571003,0.0182813,0.9807951,290.8672
-0.2841904,8.759963,-2.650519,0.1141324,-0.1571004,0.01828139,0.9807952,290.9006
-0.2843158,8.760264,-2.650429,0.1141323,-0.1571003,0.01828134,0.9807951,290.9339
-0.2842048,8.760389,-2.649799,0.1141323,-0.1571004,0.01828133,0.9807951,290.9672
-0.2841907,8.760446,-2.649748,0.1141323,-0.1571003,0.0182813,0.9807951,291.0006
-0.2841053,8.760684,-2.649568,0.1141324,-0.1571003,0.01828133,0.9807952,291.0339
-0.2840206,8.761086,-2.649085,0.1141324,-0.1571003,0.0182813,0.9807951,291.0672
-0.283847,8.760609,-2.648966,0.1141324,-0.1571003,0.01828131,0.9807951,291.1006
-0.2833422,8.760431,-2.647944,0.1141323,-0.1571003,0.01828133,0.9807952,291.1339
-0.2829519,8.759929,-2.647542,0.1141324,-0.1571004,0.01828132,0.9807952,291.1672
-0.2828127,8.759799,-2.647289,0.1141324,-0.1571003,0.01828128,0.9807952,291.2006
-0.282438,8.759782,-2.646546,0.1141324,-0.1571003,0.01828133,0.9807952,291.2339
-0.2824454,8.760087,-2.646361,0.1139878,-0.1564464,0.01824896,0.9809172,291.2672
-0.2822253,8.760372,-2.645639,0.1141324,-0.1571003,0.01828136,0.9807951,291.3006
-0.2817983,8.759975,-2.645033,0.1141324,-0.1571003,0.01828132,0.9807951,291.3339
-0.2819297,8.760187,-2.64486,0.1141324,-0.1571004,0.01828132,0.9807953,291.3672
-0.2816626,8.760217,-2.644618,0.1141324,-0.1571003,0.01828135,0.9807953,291.4006
-0.2817213,8.759729,-2.644698,0.1138111,-0.1557549,0.01802779,0.9810519,291.4339
-0.2815753,8.759428,-2.644635,0.1141324,-0.1571003,0.01828127,0.9807951,291.4672
-0.2811491,8.759694,-2.643618,0.1141324,-0.1571003,0.0182813,0.9807951,291.5006
-0.280701,8.759494,-2.642573,0.1141324,-0.1571003,0.01828134,0.9807951,291.5339
-0.2804,8.759079,-2.642273,0.1141324,-0.1571003,0.01828132,0.9807952,291.5672
-0.2799779,8.759419,-2.641175,0.113968,-0.1567655,0.01820905,0.9808692,291.6006
-0.2796574,8.759139,-2.640704,0.1141324,-0.1571003,0.01828133,0.9807951,291.6339
-0.2793076,8.758897,-2.639964,0.1141323,-0.1571004,0.01828134,0.9807951,291.6672
-0.2792866,8.75854,-2.639992,0.1141324,-0.1571003,0.01828131,0.9807952,291.7006
-0.279164,8.758258,-2.639729,0.1141324,-0.1571003,0.01828133,0.9807951,291.7339
-0.2786863,8.758073,-2.639164,0.1160072,-0.155455,0.01828162,0.9808373,291.7672
-0.278154,8.758272,-2.638292,0.1141323,-0.1571003,0.01828133,0.9807951,291.8006
-0.2776368,8.758657,-2.637228,0.1141323,-0.1571004,0.01828132,0.9807951,291.8339
-0.2773864,8.759152,-2.636539,0.1141324,-0.1571004,0.0182813,0.9807952,291.8672
-0.2774181,8.759669,-2.636385,0.1141324,-0.1571003,0.01828133,0.9807952,291.9006
-0.277204,8.760134,-2.636061,0.1143314,-0.1555559,0.01819979,0.9810197,291.9339
-0.2768172,8.760472,-2.636052,0.1141323,-0.1571003,0.0182813,0.9807951,291.9672
-0.2763398,8.759953,-2.635853,0.1141324,-0.1571003,0.01828134,0.9807952,292.0006
-0.2760697,8.759924,-2.635704,0.1141324,-0.1571003,0.01828133,0.9807952,292.0339
-0.2754315,8.759792,-2.635247,0.1141324,-0.1571003,0.01828133,0.9807951,292.0672
-0.2753743,8.759787,-2.635141,0.1143644,-0.1558166,0.01827314,0.9809731,292.1006
-0.2750897,8.760175,-2.635141,0.1141324,-0.1571003,0.0182813,0.9807952,292.1339
-0.2746941,8.759929,-2.634916,0.1141324,-0.1571003,0.0182813,0.9807951,292.1672
-0.2747838,8.760096,-2.635061,0.1141324,-0.1571003,0.01828132,0.9807952,292.2006
-0.2742678,8.759608,-2.63482,0.1141323,-0.1571003,0.01828132,0.9807952,292.2339
-0.2737067,8.759801,-2.634377,0.1141324,-0.1571003,0.01828127,0.9807951,292.2672
-0.273573,8.759315,-2.634114,0.1141324,-0.1571003,0.0182813,0.9807951,292.3006
-0.2733683,8.759451,-2.634035,0.1141323,-0.1571003,0.01828135,0.9807951,292.3339
-0.2733248,8.759535,-2.634194,0.1141324,-0.1571003,0.01828135,0.9807953,292.3672
-0.273111,8.759799,-2.634037,0.1141324,-0.1571003,0.01828132,0.9807951,292.4006
-0.2728351,8.759398,-2.634037,0.1141324,-0.1571003,0.0182813,0.9807951,292.4339
-0.2723578,8.758918,-2.633705,0.1141324,-0.1571003,0.01828132,0.9807953,292.4672
-0.2721487,8.759187,-2.633393,0.1141323,-0.1571004,0.01828142,0.9807952,292.5006
-0.2716434,8.758656,-2.63325,0.1141324,-0.1571003,0.01828127,0.9807951,292.5339
-0.2713747,8.759088,-2.632921,0.1141324,-0.1571003,0.01828136,0.9807951,292.5672
-0.2709934,8.759036,-2.632896,0.1141323,-0.1571003,0.01828131,0.9807951,292.6006
-0.270485,8.758855,-2.632381,0.1141324,-0.1571004,0.01828132,0.9807952,292.6339
-0.2702516,8.758549,-2.63241,0.1141324,-0.1571003,0.01828127,0.9807952,292.6672
-0.2697844,8.758183,-2.63193,0.1141324,-0.1571003,0.0182813,0.9807952,292.7006
-0.2691759,8.758259,-2.631505,0.1141324,-0.1571003,0.01828134,0.9807951,292.7339
-0.2684935,8.758233,-2.630989,0.1141324,-0.1571003,0.0182813,0.9807951,292.7672
-0.2684246,8.757657,-2.630936,0.1141323,-0.1571003,0.0182813,0.9807951,292.8006
-0.2677465,8.757603,-2.630442,0.1141324,-0.1571003,0.01828136,0.9807952,292.8339
-0.2677221,8.75796,-2.630485,0.1141323,-0.1571004,0.01828136,0.9807951,292.8672
-0.267348,8.757381,-2.630408,0.1141324,-0.1571003,0.01828127,0.9807952,292.9006
-0.2668984,8.757114,-2.630072,0.1141323,-0.1571003,0.01828141,0.9807951,292.9339
-0.266822,8.757484,-2.630068,0.1141323,-0.1571003,0.01828139,0.9807951,292.9672
-0.2662825,8.757477,-2.629577,0.1141323,-0.1571003,0.01828137,0.9807951,293.0006
-0.2657344,8.756886,-2.629071,0.1141324,-0.1571003,0.01828127,0.9807952,293.0339
-0.2650657,8.757191,-2.62845,0.1141324,-0.1571003,0.01828128,0.9807951,293.0672
-0.265073,8.757159,-2.628436,0.1141323,-0.1571003,0.01828131,0.9807951,293.1006
-0.2649837,8.75675,-2.628583,0.1141323,-0.1571003,0.01828135,0.9807952,293.1339
-0.2646527,8.756819,-2.628215,0.1141324,-0.1571003,0.01828131,0.9807951,293.1672
-0.2641832,8.756767,-2.627875,0.1141324,-0.1571004,0.0182813,0.9807952,293.2006
-0.2637289,8.756588,-2.62771,0.1141324,-0.1571003,0.0182813,0.9807952,293.2339
-0.2635757,8.756235,-2.627392,0.1141324,-0.1571003,0.01828132,0.9807953,293.2672
-0.2631994,8.75647,-2.627203,0.1141324,-0.1571003,0.01828133,0.9807952,293.3006
-0.2628513,8.75639,-2.626829,0.1141324,-0.1571003,0.0182813,0.9807951,293.3339
-0.2624699,8.756144,-2.62634,0.1141324,-0.1571003,0.0182813,0.9807952,293.3672
-0.2621126,8.755887,-2.626192,0.1148902,-0.1563277,0.01847275,0.9808266,293.4006
-0.2615862,8.755424,-2.625568,0.1141324,-0.1571003,0.01828129,0.9807951,293.4339
-0.2616839,8.755634,-2.625733,0.1141324,-0.1571003,0.01828129,0.9807953,293.4673
-0.2614782,8.755762,-2.62545,0.1141324,-0.1571003,0.01828129,0.9807952,293.5006
-0.2615285,8.755928,-2.625785,0.1141324,-0.1571003,0.01828129,0.9807953,293.5339
-0.2610632,8.755579,-2.625449,0.1151144,-0.1564116,0.0182643,0.9807908,293.5672
-0.2606443,8.755092,-2.624926,0.1141323,-0.1571003,0.01828133,0.9807951,293.6006
-0.2605598,8.755191,-2.624865,0.1141324,-0.1571003,0.01828133,0.9807951,293.6339
-0.2599879,8.754644,-2.624199,0.1141324,-0.1571003,0.01828135,0.9807952,293.6672
-0.2595965,8.754567,-2.62382,0.1141324,-0.1571003,0.01828135,0.9807952,293.7006
-0.2594187,8.75394,-2.623436,0.1152854,-0.1561146,0.01775284,0.9808275,293.7339
-0.2591051,8.753464,-2.623088,0.1141324,-0.1571003,0.01828135,0.9807952,293.7672
-0.2590768,8.753671,-2.622982,0.1141324,-0.1571003,0.0182813,0.9807951,293.8006
-0.2587327,8.753555,-2.622595,0.1141324,-0.1571004,0.01828127,0.9807952,293.8339
-0.2586255,8.753718,-2.622705,0.1141323,-0.1571003,0.01828133,0.9807952,293.8672
-0.2582787,8.753394,-2.622448,0.1145415,-0.1568213,0.01847726,0.9807885,293.9006
-0.2577771,8.752951,-2.621555,0.1141323,-0.1571003,0.01828133,0.9807951,293.9339
-0.257285,8.752636,-2.620909,0.1141324,-0.1571003,0.01828135,0.9807952,293.9673
-0.2568929,8.752697,-2.620335,0.1141324,-0.1571003,0.0182813,0.9807951,294.0006
-0.256387,8.752536,-2.61971,0.1141324,-0.1571003,0.01828135,0.9807952,294.0339
-0.2561074,8.752671,-2.619102,0.1154118,-0.156355,0.01811979,0.9807676,294.0672
-0.2558524,8.75241,-2.618937,0.1141323,-0.1571003,0.01828133,0.9807952,294.1006
-0.2554528,8.752678,-2.618321,0.1141324,-0.1571003,0.01828139,0.9807952,294.1339
-0.2554481,8.752468,-2.618066,0.1141324,-0.1571003,0.01828135,0.9807953,294.1672
-0.2549979,8.752322,-2.617406,0.1141323,-0.1571003,0.01828139,0.9807952,294.2006
-0.2545925,8.751983,-2.617007,0.114504,-0.1573562,0.018774,0.9807016,294.2339
-0.2541947,8.75211,-2.616242,0.1141324,-0.1571003,0.01828131,0.9807951,294.2672
-0.2537793,8.751662,-2.615542,0.1141323,-0.1571003,0.01828136,0.9807952,294.3006
-0.2531822,8.751362,-2.614537,0.1141324,-0.1571003,0.01828132,0.9807952,294.3339
-0.2531481,8.751527,-2.614325,0.1141324,-0.1571003,0.01828129,0.9807951,294.3672
-0.2530001,8.751205,-2.614102,0.1149605,-0.1573113,0.01804712,0.980669,294.4006
-0.252919,8.751523,-2.614022,0.1141324,-0.1571003,0.01828136,0.9807951,294.4339
-0.2523503,8.751009,-2.613074,0.1141324,-0.1571003,0.01828127,0.9807951,294.4673
-0.2520626,8.75107,-2.612445,0.1141323,-0.1571004,0.01828132,0.9807951,294.5006
-0.2517675,8.750594,-2.611866,0.1141324,-0.1571003,0.01828135,0.9807951,294.5339
-0.2513593,8.750984,-2.611246,0.1141324,-0.1571003,0.01828134,0.9807951,294.5672
-0.2510863,8.750732,-2.610729,0.1141324,-0.1571003,0.0182813,0.9807952,294.6006
-0.2508919,8.751135,-2.6108,0.1141324,-0.1571003,0.01828137,0.9807953,294.6339
-0.2504664,8.751078,-2.610009,0.1141324,-0.1571003,0.01828136,0.9807952,294.6672
-0.2503505,8.750925,-2.609644,0.1141324,-0.1571003,0.0182813,0.9807952,294.7006
-0.2502389,8.750931,-2.609725,0.1141323,-0.1571003,0.01828139,0.9807952,294.7339
-0.2499224,8.751309,-2.609259,0.1141324,-0.1571004,0.01828126,0.9807952,294.7672
-0.2497768,8.750904,-2.609237,0.1141324,-0.1571003,0.01828127,0.9807952,294.8006
-0.2493137,8.751187,-2.608699,0.1141324,-0.1571003,0.01828133,0.9807951,294.8339
-0.2491547,8.750835,-2.608227,0.1141323,-0.1571003,0.01828132,0.9807951,294.8672
-0.2487843,8.750901,-2.607741,0.1141323,-0.1571003,0.01828135,0.9807951,294.9006
-0.2482319,8.75077,-2.606787,0.1141324,-0.1571003,0.01828136,0.9807951,294.9339
-0.2478279,8.750747,-2.60605,0.1141324,-0.1571003,0.01828136,0.9807951,294.9673
-0.2475263,8.750854,-2.605692,0.1141323,-0.1571003,0.01828141,0.9807951,295.0006
-0.2471448,8.750865,-2.605281,0.1141324,-0.1571003,0.0182813,0.9807953,295.0339
-0.2470102,8.751156,-2.605106,0.1141324,-0.1571004,0.01828134,0.9807953,295.0672
-0.2465957,8.750805,-2.604573,0.1141324,-0.1571003,0.0182813,0.9807952,295.1006
-0.2466067,8.75085,-2.604223,0.1141324,-0.1571004,0.01828135,0.9807953,295.1339
-0.2465827,8.750841,-2.604177,0.1141324,-0.1571003,0.01828135,0.9807953,295.1672
-0.2463256,8.750708,-2.60376,0.1141324,-0.1571003,0.01828132,0.9807951,295.2006
-0.2460423,8.750743,-2.60306,0.1141324,-0.1571003,0.01828133,0.9807951,295.2339
-0.2457998,8.750441,-2.602536,0.1141324,-0.1571003,0.0182813,0.9807951,295.2672
-0.2458404,8.750378,-2.602245,0.1141324,-0.1571003,0.01828134,0.9807951,295.3006
-0.2455101,8.75064,-2.601882,0.1141324,-0.1571003,0.01828129,0.9807951,295.3339
-0.2453833,8.750656,-2.601869,0.1141324,-0.1571003,0.01828124,0.9807951,295.3672
-0.245088,8.750278,-2.601298,0.1141324,-0.1571003,0.0182813,0.9807951,295.4006
-0.2451027,8.750142,-2.600845,0.1141324,-0.1571003,0.01828132,0.9807951,295.4339
-0.2451962,8.749895,-2.600538,0.1141324,-0.1571003,0.01828133,0.9807953,295.4673
-0.244959,8.749691,-2.599566,0.1141324,-0.1571003,0.0182813,0.9807951,295.5006
-0.2444514,8.74987,-2.598892,0.1145616,-0.1567555,0.01857563,0.9807948,295.5339
-0.2439571,8.750003,-2.598088,0.1141323,-0.1571003,0.0182813,0.9807951,295.5672
-0.2435366,8.750082,-2.597669,0.1141324,-0.1571004,0.01828129,0.9807952,295.6006
-0.2432325,8.74984,-2.597103,0.1141324,-0.1571003,0.01828134,0.9807951,295.6339
-0.2430745,8.749758,-2.596893,0.1141324,-0.1571003,0.0182813,0.9807951,295.6672
-0.2428615,8.749961,-2.596665,0.1145238,-0.1567883,0.01859505,0.9807936,295.7006
-0.2426308,8.749857,-2.5962,0.1141324,-0.1571003,0.01828127,0.9807951,295.7339
-0.2424316,8.750134,-2.596165,0.1141323,-0.1571003,0.01828132,0.9807953,295.7672
-0.2419992,8.750081,-2.595688,0.1141324,-0.1571003,0.01828135,0.9807952,295.8006
-0.2418642,8.749983,-2.595324,0.1141324,-0.1571003,0.01828132,0.9807952,295.8339
-0.2416385,8.749886,-2.594835,0.1145143,-0.1566709,0.01823284,0.9808202,295.8672
-0.2411339,8.749993,-2.594342,0.1141324,-0.1571003,0.01828136,0.9807952,295.9006
-0.2409982,8.749687,-2.593856,0.1141323,-0.1571004,0.01828136,0.9807952,295.9339
-0.2407624,8.749968,-2.593447,0.1141324,-0.1571003,0.01828135,0.9807952,295.9673
-0.2400469,8.750236,-2.592507,0.1141324,-0.1571003,0.01828128,0.9807953,296.0006
-0.2397007,8.749811,-2.591925,0.1144238,-0.1568192,0.01863733,0.9807996,296.0339
-0.2391684,8.749739,-2.591039,0.1141323,-0.1571004,0.01828132,0.9807952,296.0672
-0.2385957,8.749918,-2.590271,0.1141323,-0.1571003,0.01828136,0.9807953,296.1006
-0.23838,8.749699,-2.589854,0.1141324,-0.1571003,0.01828133,0.9807952,296.1339
-0.2380452,8.749594,-2.589269,0.1141324,-0.1571003,0.01828133,0.9807952,296.1672
-0.2379183,8.74964,-2.588852,0.11424,-0.1570457,0.01862931,0.9807849,296.2006
-0.2376869,8.749891,-2.588558,0.1141324,-0.1571003,0.01828126,0.9807952,296.2339
-0.2373462,8.749745,-2.588073,0.1141324,-0.1571003,0.0182813,0.9807952,296.2672
-0.2369431,8.750004,-2.587572,0.1141324,-0.1571003,0.01828137,0.9807952,296.3006
-0.2363688,8.749651,-2.586594,0.1141323,-0.1571003,0.01828136,0.9807952,296.3339
-0.2364074,8.749432,-2.586386,0.1141324,-0.1571003,0.01828134,0.9807951,296.3672
-0.2360404,8.749333,-2.585729,0.1141324,-0.1571003,0.01828131,0.9807951,296.4006
-0.23576,8.749231,-2.584846,0.1141323,-0.1571003,0.01828138,0.9807952,296.4339
-0.235418,8.749259,-2.58412,0.1141323,-0.1571003,0.01828135,0.9807952,296.4673
-0.2352267,8.74894,-2.58371,0.1141323,-0.1571003,0.01828143,0.9807951,296.5006
-0.2351521,8.748992,-2.58346,0.1141324,-0.1571003,0.01828131,0.9807952,296.5339
-0.2351303,8.748687,-2.582948,0.1141324,-0.1571003,0.01828136,0.9807951,296.5673
-0.2346638,8.748716,-2.582043,0.1141324,-0.1571004,0.01828129,0.9807951,296.6006
-0.2345778,8.748312,-2.581345,0.1141324,-0.1571003,0.01828134,0.9807951,296.6339
-0.2342795,8.748045,-2.580485,0.1141324,-0.1571003,0.01828135,0.9807953,296.6672
-0.2337548,8.748158,-2.579662,0.1141324,-0.1571003,0.01828127,0.9807951,296.7006
-0.2335184,8.748412,-2.579347,0.1141324,-0.1571003,0.01828128,0.9807952,296.7339
-0.2333569,8.748098,-2.578838,0.1141324,-0.1571003,0.01828136,0.9807951,296.7672
-0.2330582,8.747885,-2.577867,0.1141324,-0.1571004,0.01828139,0.9807953,296.8006
-0.2329152,8.74764,-2.57674,0.1141323,-0.1571003,0.0182813,0.9807952,296.8339
-0.2326705,8.747533,-2.576191,0.1141323,-0.1571004,0.01828133,0.9807953,296.8672
-0.2324079,8.747492,-2.575196,0.1141324,-0.1571003,0.0182813,0.9807953,296.9006
-0.2319142,8.747403,-2.574844,0.1141323,-0.1571003,0.01828139,0.9807952,296.9339
-0.2321651,8.746846,-2.573611,0.1141324,-0.1571003,0.01828129,0.9807952,296.9673
-0.2316581,8.74691,-2.572759,0.1141324,-0.1571003,0.01828133,0.9807951,297.0006
-0.2317685,8.746731,-2.572476,0.1141324,-0.1571003,0.01828136,0.9807951,297.0339
-0.2312768,8.746898,-2.571672,0.1141324,-0.1571003,0.01828134,0.9807951,297.0673
-0.2310281,8.747153,-2.571297,0.1141323,-0.1571003,0.01828133,0.9807952,297.1006
-0.2307447,8.747194,-2.570951,0.1141324,-0.1571004,0.01828134,0.9807951,297.1339
-0.2303565,8.746832,-2.570609,0.1141323,-0.1571003,0.01828139,0.9807951,297.1672
-0.2302762,8.746459,-2.569766,0.1141324,-0.1571003,0.01828128,0.9807952,297.2006
-0.2299578,8.746284,-2.568527,0.1141324,-0.1571003,0.01828136,0.9807951,297.2339
-0.2298541,8.746199,-2.567883,0.1141323,-0.1571003,0.01828133,0.9807951,297.2672
-0.2293552,8.746138,-2.567702,0.1141324,-0.1571003,0.01828127,0.9807951,297.3006
-0.2293125,8.746418,-2.567535,0.1141321,-0.1571005,0.01828059,0.9807953,297.3339
-0.2288695,8.746539,-2.56667,0.1141324,-0.1571003,0.01828131,0.9807951,297.3672
-0.2286219,8.746593,-2.565825,0.1141324,-0.1571003,0.01828137,0.9807951,297.4006
-0.2281704,8.746797,-2.56558,0.1141324,-0.1571004,0.01828141,0.9807953,297.4339
-0.2279901,8.74651,-2.564929,0.1141324,-0.1571004,0.01828135,0.9807951,297.4673
-0.2274323,8.745958,-2.564168,0.113985,-0.157148,0.01806535,0.9808087,297.5006
-0.2274894,8.746217,-2.563726,0.1141324,-0.1571003,0.01828131,0.9807953,297.5339
-0.2272537,8.746073,-2.563379,0.1141324,-0.1571003,0.01828128,0.9807952,297.5673
-0.2273848,8.745815,-2.563022,0.1141323,-0.1571003,0.01828139,0.9807952,297.6006
-0.2275349,8.745451,-2.562189,0.1141324,-0.1571003,0.0182813,0.9807952,297.6339
-0.2272722,8.745521,-2.561729,0.1152128,-0.1580172,0.01905592,0.9805068,297.6672
-0.2268924,8.745509,-2.561209,0.1141324,-0.1571003,0.01828131,0.9807951,297.7006
-0.2266421,8.74557,-2.561115,0.1141324,-0.1571003,0.0182813,0.9807952,297.7339
-0.2266715,8.745089,-2.560042,0.1141324,-0.1571003,0.01828133,0.9807952,297.7672
-0.2263957,8.745484,-2.559738,0.1141324,-0.1571003,0.01828135,0.9807951,297.8006
-0.2259747,8.74535,-2.559138,0.1144543,-0.1571549,0.01891708,0.9807369,297.8339
-0.2257522,8.745005,-2.558226,0.1141324,-0.1571003,0.01828135,0.9807952,297.8672
-0.2250724,8.745125,-2.557749,0.1141324,-0.1571003,0.01828128,0.9807951,297.9006
-0.2247923,8.745077,-2.556904,0.1141324,-0.1571003,0.01828136,0.9807951,297.9339
-0.2244068,8.74497,-2.555923,0.1141324,-0.1571003,0.01828131,0.9807951,297.9673
-0.224285,8.745044,-2.555785,0.1149796,-0.1572805,0.01908136,0.9806522,298.0006
-0.2241021,8.744983,-2.555545,0.1141323,-0.1571004,0.01828133,0.9807952,298.0339
-0.2238485,8.744682,-2.554459,0.1141324,-0.1571003,0.0182813,0.9807952,298.0673
-0.2235498,8.74455,-2.55379,0.1141324,-0.1571003,0.01828133,0.9807953,298.1006
-0.2236341,8.744196,-2.553347,0.1141324,-0.1571003,0.01828127,0.9807951,298.1339
-0.2232036,8.744458,-2.552361,0.1141324,-0.1571004,0.01828131,0.9807952,298.1672
-0.223079,8.74439,-2.552284,0.1141323,-0.1571003,0.01828135,0.9807952,298.2006
-0.2231007,8.744015,-2.551843,0.1141324,-0.1571003,0.01828135,0.9807951,298.2339
-0.2232097,8.743723,-2.551092,0.1141324,-0.1571003,0.01828128,0.9807953,298.2672
-0.2227927,8.744001,-2.550078,0.1141323,-0.1571003,0.01828135,0.9807952,298.3006
-0.2222099,8.743897,-2.549539,0.1141323,-0.1571003,0.01828135,0.9807952,298.3339
-0.2218667,8.744094,-2.54866,0.1141323,-0.1571003,0.01828135,0.9807952,298.3672
-0.2217325,8.744157,-2.548485,0.1141324,-0.1571003,0.01828131,0.9807951,298.4006
-0.2217913,8.743697,-2.548137,0.1141324,-0.1571003,0.01828131,0.9807952,298.4339
-0.2213772,8.743569,-2.547141,0.1141324,-0.1571004,0.01828133,0.9807952,298.4673
-0.2210737,8.743937,-2.546911,0.1141324,-0.1571004,0.01828133,0.9807952,298.5006
-0.2208786,8.743884,-2.546185,0.1141323,-0.1571004,0.01828127,0.9807953,298.5339
-0.2204899,8.74399,-2.545308,0.1141323,-0.1571003,0.01828136,0.9807952,298.5673
-0.2198955,8.744385,-2.544371,0.1141324,-0.1571003,0.01828134,0.9807951,298.6006
-0.2197354,8.74452,-2.544191,0.1141324,-0.1571003,0.0182813,0.9807951,298.6339
-0.2195619,8.744311,-2.543897,0.1141324,-0.1571004,0.01828131,0.9807953,298.6672
-0.2194304,8.744512,-2.543725,0.1141324,-0.1571003,0.01828132,0.9807952,298.7006
-0.218967,8.744749,-2.542644,0.1141324,-0.1571004,0.01828132,0.9807953,298.7339
-0.2186009,8.74506,-2.542303,0.1141324,-0.1571004,0.01828132,0.9807953,298.7672
-0.2182931,8.745443,-2.541761,0.1141324,-0.1571003,0.01828136,0.9807952,298.8006
-0.2176497,8.74559,-2.54123,0.1141324,-0.1571003,0.01828136,0.9807952,298.8339
-0.2173916,8.745977,-2.541121,0.1141324,-0.1571003,0.01828136,0.9807952,298.8672
-0.2174501,8.745708,-2.540622,0.1141324,-0.1571003,0.01828136,0.9807952,298.9006
-0.2170347,8.745289,-2.539532,0.1141324,-0.1571003,0.01828136,0.9807952,298.9339
-0.2168383,8.744893,-2.53853,0.1143261,-0.1580231,0.01939069,0.980603,298.9673
-0.2166854,8.744745,-2.538304,0.1141324,-0.1571003,0.01828135,0.9807952,299.0006
-0.2164751,8.745007,-2.537587,0.1141324,-0.1571003,0.01828136,0.9807951,299.0339
-0.2162591,8.74471,-2.536754,0.1141323,-0.1571003,0.01828139,0.9807951,299.0673
-0.2160203,8.745005,-2.5363,0.1141323,-0.1571003,0.01828133,0.9807952,299.1006
-0.2157671,8.745184,-2.535499,0.1142787,-0.1582507,0.01942286,0.9805713,299.1339
-0.2154002,8.744705,-2.535029,0.1141324,-0.1571003,0.01828135,0.9807951,299.1672
-0.2148553,8.744871,-2.534029,0.1141324,-0.1571003,0.01828125,0.9807952,299.2006
-0.2144783,8.744875,-2.533231,0.1141323,-0.1571003,0.01828134,0.9807952,299.2339
-0.2138549,8.74473,-2.532522,0.1141324,-0.1571003,0.01828134,0.9807951,299.2672
-0.2134792,8.744238,-2.531868,0.1130881,-0.1568892,0.01576541,0.9809936,299.3006
-0.2131111,8.744331,-2.531513,0.1141324,-0.1571003,0.01828135,0.9807953,299.3339
-0.2127923,8.744584,-2.531221,0.1141324,-0.1571003,0.01828135,0.9807953,299.3672
-0.2124621,8.744516,-2.530132,0.1141324,-0.1571003,0.01828135,0.9807953,299.4006
-0.2123405,8.744821,-2.529423,0.1141324,-0.1571003,0.01828135,0.9807953,299.4339
-0.2124639,8.745197,-2.528994,0.1141324,-0.1571003,0.01828135,0.9807953,299.4673
-0.2118459,8.74505,-2.528214,0.1141324,-0.1571003,0.01828135,0.9807953,299.5006
-0.2115218,8.745127,-2.527215,0.1141324,-0.1571003,0.01828135,0.9807953,299.5339
-0.2118324,8.745408,-2.527092,0.1141324,-0.1571003,0.01828135,0.9807953,299.5673
-0.2113685,8.745329,-2.526727,0.1141324,-0.1571003,0.01828135,0.9807953,299.6006
-0.2110135,8.7455,-2.526506,0.1141324,-0.1571003,0.01828135,0.9807953,299.6339
-0.2104462,8.745886,-2.526101,0.1141324,-0.1571003,0.01828135,0.9807953,299.6673
-0.2103582,8.745971,-2.525897,0.1141324,-0.1571003,0.01828135,0.9807953,299.7006
-0.2104691,8.745581,-2.525632,0.1141324,-0.1571003,0.01828135,0.9807953,299.7339
-0.2101534,8.745649,-2.525504,0.1141324,-0.1571003,0.01828135,0.9807953,299.7672
-0.2098391,8.745948,-2.525258,0.1141324,-0.1571003,0.01828135,0.9807953,299.8006
-0.2097871,8.745846,-2.52441,0.1141324,-0.1571003,0.01828135,0.9807953,299.8339
-0.2093096,8.745545,-2.523984,0.1141324,-0.1571003,0.01828135,0.9807953,299.8672
-0.2092428,8.745409,-2.523557,0.1141324,-0.1571003,0.01828135,0.9807953,299.9006
-0.2088473,8.745777,-2.522747,0.1141324,-0.1571003,0.01828135,0.9807953,299.9339
-0.2087732,8.746196,-2.521947,0.1141324,-0.1571003,0.01828135,0.9807953,299.9673
-0.2085539,8.745934,-2.520833,0.1141324,-0.1571003,0.01828135,0.9807953,300.0006
-0.2082215,8.745982,-2.519727,0.1141324,-0.1571003,0.01828135,0.9807953,300.0339
-0.2077311,8.745852,-2.519504,0.1141324,-0.1571003,0.01828135,0.9807953,300.0673
-0.2072321,8.745402,-2.519267,0.1141324,-0.1571003,0.01828135,0.9807953,300.1006
-0.2068997,8.745459,-2.519073,0.1141324,-0.1571003,0.01828135,0.9807953,300.1339
