Frame 00000 Rotation: X=0, Y=0, Z=0, W=1 
Frame 00870 Rotation: X=-0.1043573, Y=-0.1439407, Z=-0.01478511, W=0.9839574 
Frame 00871 Rotation: X=-0.105341, Y=-0.1421954, Z=-0.01471649, W=0.9841073 
Frame 00872 Rotation: X=-0.1062927, Y=-0.14036, Z=-0.01463018, W=0.9842697 
Frame 00873 Rotation: X=-0.1071918, Y=-0.1384817, Z=-0.01452908, W=0.9844398 
Frame 00874 Rotation: X=-0.108059, Y=-0.1365244, Z=-0.01441195, W=0.98462 
Frame 00875 Rotation: X=-0.1089283, Y=-0.1344069, Z=-0.01427368, W=0.9848176 
Frame 00876 Rotation: X=-0.1097587, Y=-0.1322265, Z=-0.01412057, W=0.9850227 
Frame 00877 Rotation: X=-0.1105501, Y=-0.1299916, Z=-0.01395387, W=0.9852341 
Frame 00878 Rotation: X=-0.1113129, Y=-0.127668, Z=-0.01377126, W=0.9854546 
Frame 00879 Rotation: X=-0.1120112, Y=-0.1253552, Z=-0.01358072, W=0.985675 
Frame 00880 Rotation: X=-0.1126812, Y=-0.1229258, Z=-0.01337212, W=0.9859074 
Frame 00881 Rotation: X=-0.1132815, Y=-0.1205243, Z=-0.01315827, W=0.9861379 
Frame 00882 Rotation: X=-0.1138487, Y=-0.118003, Z=-0.01292646, W=0.9863806 
Frame 00883 Rotation: X=-0.1143513, Y=-0.1154976, Z=-0.01268954, W=0.986622 
Frame 00884 Rotation: X=-0.1148105, Y=-0.1129162, Z=-0.01243951, W=0.9868707 
Frame 00885 Rotation: X=-0.1152149, Y=-0.1103296, Z=-0.01218375, W=0.9871193 
Frame 00886 Rotation: X=-0.1155621, Y=-0.1077971, Z=-0.011929, W=0.9873616 
Frame 00887 Rotation: X=-0.1158637, Y=-0.1052839, Z=-0.01167259, W=0.9876005 
Frame 00888 Rotation: X=-0.116129, Y=-0.1027605, Z=-0.01141214, W=0.9878381 
Frame 00889 Rotation: X=-0.1163683, Y=-0.1001674, Z=-0.01114192, W=0.9880794 
Frame 00890 Rotation: X=-0.1165789, Y=-0.09759627, Z=-0.01087186, W=0.9883148 
Frame 00891 Rotation: X=-0.1167648, Y=-0.09509753, Z=-0.01060777, W=0.9885393 
Frame 00892 Rotation: X=-0.1169323, Y=-0.09271489, Z=-0.01035483, W=0.9887485 
Frame 00893 Rotation: X=-0.1171033, Y=-0.09025946, Z=-0.01009336, W=0.9889581 
Frame 00894 Rotation: X=-0.1172719, Y=-0.08795234, Z=-0.009847256, W=0.9891485 
Frame 00895 Rotation: X=-0.1174624, Y=-0.0856002, Z=-0.009596279, W=0.9893347 
Frame 00896 Rotation: X=-0.1176778, Y=-0.08331237, Z=-0.009352402, W=0.9895067 
Frame 00897 Rotation: X=-0.1179224, Y=-0.08114767, Z=-0.009122206, W=0.9896596 
Frame 00898 Rotation: X=-0.1182178, Y=-0.07900684, Z=-0.00889541, W=0.9897997 
Frame 00899 Rotation: X=-0.1185745, Y=-0.07691661, Z=-0.008675166, W=0.9899236 
Frame 00900 Rotation: X=-0.1190214, Y=-0.07481216, Z=-0.008454976, W=0.9900331 
Frame 00901 Rotation: X=-0.1190454, Y=-0.07471157, Z=-0.008444497, W=0.9900379 
Frame 00902 Rotation: X=-0.1201274, Y=-0.0708537, Z=-0.00804488, W=0.9901942 
Frame 00903 Rotation: X=-0.1208625, Y=-0.06894765, Z=-0.007851209, W=0.9902408 
Frame 00904 Rotation: X=-0.1217426, Y=-0.06705277, Z=-0.007661267, W=0.9902647 
Frame 00905 Rotation: X=-0.1227121, Y=-0.06528776, Z=-0.007486838, W=0.9902642 
Frame 00906 Rotation: X=-0.1238157, Y=-0.0635682, Z=-0.007319496, W=0.99024 
Frame 00907 Rotation: X=-0.1250714, Y=-0.06188238, Z=-0.007158202, W=0.9901901 
Frame 00908 Rotation: X=-0.126519, Y=-0.06019792, Z=-0.007000027, W=0.9901112 
Frame 00909 Rotation: X=-0.1280726, Y=-0.05862404, Z=-0.006855291, W=0.9900069 
Frame 00910 Rotation: X=-0.1298017, Y=-0.05708317, Z=-0.006716619, W=0.9898727 
Frame 00911 Rotation: X=-0.1317177, Y=-0.05557616, Z=-0.006584141, W=0.9897062 
Frame 00912 Rotation: X=-0.1338273, Y=-0.05410369, Z=-0.006457855, W=0.9895056 
Frame 00913 Rotation: X=-0.1361694, Y=-0.05265116, Z=-0.006336798, W=0.9892652 
Frame 00914 Rotation: X=-0.1386223, Y=-0.05129551, Z=-0.006227706, W=0.9889964 
Frame 00915 Rotation: X=-0.1413111, Y=-0.04996815, Z=-0.006125424, W=0.9886844 
Frame 00916 Rotation: X=-0.1442395, Y=-0.04867943, Z=-0.006031596, W=0.9883263 
Frame 00917 Rotation: X=-0.1474452, Y=-0.04742402, Z=-0.005946772, W=0.9879147 
Frame 00918 Rotation: X=-0.150846, Y=-0.04623938, Z=-0.005874319, W=0.9874578 
Frame 00919 Rotation: X=-0.154499, Y=-0.04510741, Z=-0.005813846, W=0.9869456 
Frame 00920 Rotation: X=-0.1584183, Y=-0.0440285, Z=-0.005766452, W=0.9863731 
Frame 00921 Rotation: X=-0.1626057, Y=-0.04300636, Z=-0.00573333, W=0.9857368 
Frame 00922 Rotation: X=-0.1669367, Y=-0.04206885, Z=-0.005715951, W=0.9850532 
Frame 00923 Rotation: X=-0.1715059, Y=-0.0411908, Z=-0.005714087, W=0.984305 
Frame 00924 Rotation: X=-0.1763087, Y=-0.04037262, Z=-0.005728465, W=0.9834899 
Frame 00925 Rotation: X=-0.1816085, Y=-0.03957546, Z=-0.005761303, W=0.9825574 
Frame 00926 Rotation: X=-0.1870084, Y=-0.03886058, Z=-0.005810997, W=0.9815722 
Frame 00927 Rotation: X=-0.192837, Y=-0.03817885, Z=-0.005879575, W=0.9804702 
Frame 00928 Rotation: X=-0.1989184, Y=-0.03755113, Z=-0.005965541, W=0.9792783 
Frame 00929 Rotation: X=-0.2054328, Y=-0.03695584, Z=-0.006071041, W=0.9779544 
Frame 00930 Rotation: X=-0.2120755, Y=-0.03641561, Z=-0.006190347, W=0.976555 
Frame 00931 Rotation: X=-0.2191205, Y=-0.03589991, Z=-0.006326301, W=0.9750166 
Frame 00932 Rotation: X=-0.2264988, Y=-0.03541085, Z=-0.006476911, W=0.973346 
Frame 00933 Rotation: X=-0.2341738, Y=-0.03494472, Z=-0.006639582, W=0.9715438 
Frame 00934 Rotation: X=-0.2420468, Y=-0.03449982, Z=-0.006809684, W=0.9696271 
Frame 00935 Rotation: X=-0.2501836, Y=-0.03406432, Z=-0.006985656, W=0.9675738 
Frame 00936 Rotation: X=-0.2586567, Y=-0.03362722, Z=-0.007165625, W=0.9653572 
Frame 00937 Rotation: X=-0.2675029, Y=-0.03318292, Z=-0.007348027, W=0.9629575 
Frame 00938 Rotation: X=-0.2764211, Y=-0.03274343, Z=-0.007524893, W=0.9604492 
Frame 00939 Rotation: X=-0.2857839, Y=-0.03228742, Z=-0.007701764, W=0.9577191 
Frame 00940 Rotation: X=-0.2954437, Y=-0.03181994, Z=-0.007873757, W=0.9547976 
Frame 00941 Rotation: X=-0.3053024, Y=-0.03134317, Z=-0.008037241, W=0.9517056 
Frame 00942 Rotation: X=-0.3153293, Y=-0.03085662, Z=-0.008190266, W=0.9484452 
Frame 00943 Rotation: X=-0.3256963, Y=-0.03035056, Z=-0.008333831, W=0.9449504 
Frame 00944 Rotation: X=-0.3362744, Y=-0.02983029, Z=-0.00846477, W=0.9412535 
Frame 00945 Rotation: X=-0.3471329, Y=-0.02929235, Z=-0.008583269, W=0.9373191 
Frame 00946 Rotation: X=-0.3581079, Y=-0.02874571, Z=-0.008687563, W=0.9331972 
Frame 00947 Rotation: X=-0.369042, Y=-0.02820087, Z=-0.008778304, W=0.9289433 
Frame 00948 Rotation: X=-0.3802096, Y=-0.02764889, Z=-0.008861633, W=0.9244446 
Frame 00949 Rotation: X=-0.3915574, Y=-0.02710145, Z=-0.008944566, W=0.9197111 
Frame 00950 Rotation: X=-0.4034994, Y=-0.02655283, Z=-0.009042711, W=0.9145499 
Frame 00951 Rotation: X=-0.4152681, Y=-0.02607043, Z=-0.009180744, W=0.9092792 
Frame 00952 Rotation: X=-0.4271693, Y=-0.02576053, Z=-0.009480791, W=0.9037549 
Frame 00953 Rotation: X=-0.4369076, Y=-0.03634047, Z=-0.02052464, W=0.8985376 
Frame 00954 Rotation: X=-0.4354883, Y=-0.07798351, Z=-0.06122168, W=0.8947181 
Frame 00955 Rotation: X=-0.4322957, Y=-0.1201429, Z=-0.1011055, W=0.8879548 
Frame 00956 Rotation: X=-0.4277604, Y=-0.1610956, Z=-0.1385841, W=0.8785577 
Frame 00957 Rotation: X=-0.4221477, Y=-0.2002934, Z=-0.1732784, W=0.8669767 
Frame 00958 Rotation: X=-0.4158254, Y=-0.2367612, Z=-0.2045017, W=0.8539394 
Frame 00959 Rotation: X=-0.4085034, Y=-0.272961, Z=-0.2344634, W=0.8388351 
Frame 00960 Rotation: X=-0.4007771, Y=-0.3065083, Z=-0.2612805, W=0.8228991 
Frame 00961 Rotation: X=-0.3922861, Y=-0.3395153, Z=-0.286735, W=0.805372 
Frame 00962 Rotation: X=-0.3835586, Y=-0.3702888, Z=-0.3095857, W=0.7873536 
Frame 00963 Rotation: X=-0.3742213, Y=-0.4004479, Z=-0.3311283, W=0.7680846 
Frame 00964 Rotation: X=-0.3649897, Y=-0.4280498, Z=-0.3500232, W=0.7490258 
Frame 00965 Rotation: X=-0.3645535, Y=-0.4293064, Z=-0.3508643, W=0.7481251 
Frame 00966 Rotation: X=-0.3464546, Y=-0.478157, Z=-0.38226, W=0.710783 
Frame 00967 Rotation: X=-0.3347656, Y=-0.5068982, Z=-0.3993442, W=0.6866663 
Frame 00968 Rotation: X=-0.3249658, Y=-0.5295913, Z=-0.4120334, W=0.6664524 
Frame 00969 Rotation: X=-0.3152923, Y=-0.5508887, Z=-0.4232525, W=0.6465058 
Frame 00970 Rotation: X=-0.3056006, Y=-0.5712438, Z=-0.4333012, W=0.6265294 
Frame 00971 Rotation: X=-0.2963829, Y=-0.5897791, Z=-0.4418304, W=0.6075391 
Frame 00972 Rotation: X=-0.2870263, Y=-0.6078474, Z=-0.4495211, W=0.5882757 
Frame 00973 Rotation: X=-0.2777178, Y=-0.625145, Z=-0.4562446, W=0.5691286 
Frame 00974 Rotation: X=-0.2686562, Y=-0.6413949, Z=-0.4619291, W=0.550507 
Frame 00975 Rotation: X=-0.2597317, Y=-0.6568837, Z=-0.4667164, W=0.5321833 
Frame 00976 Rotation: X=-0.2509233, Y=-0.671718, Z=-0.4706594, W=0.5141129 
Frame 00977 Rotation: X=-0.242385, Y=-0.6857144, Z=-0.4737367, W=0.4966074 
Frame 00978 Rotation: X=-0.2340529, Y=-0.6990491, Z=-0.4760233, W=0.4795326 
Frame 00979 Rotation: X=-0.2258904, Y=-0.7118412, Z=-0.4775601, W=0.4628088 
Frame 00980 Rotation: X=-0.2178874, Y=-0.7241591, Z=-0.478367, W=0.446412 
Frame 00981 Rotation: X=-0.2101672, Y=-0.7358661, Z=-0.4784573, W=0.4305919 
Frame 00982 Rotation: X=-0.2027861, Y=-0.7469302, Z=-0.4778747, W=0.4154623 
Frame 00983 Rotation: X=-0.1954419, Y=-0.7578442, Z=-0.476605, W=0.4004029 
Frame 00984 Rotation: X=-0.1883865, Y=-0.768278, Z=-0.4746753, W=0.3859311 
Frame 00985 Rotation: X=-0.1815417, Y=-0.7783856, Z=-0.4720762, W=0.3718904 
Frame 00986 Rotation: X=-0.1747813, Y=-0.788385, Z=-0.4687391, W=0.3580283 
Frame 00987 Rotation: X=-0.1684536, Y=-0.7977881, Z=-0.4648501, W=0.345068 
Frame 00988 Rotation: X=-0.1622786, Y=-0.8070267, Z=-0.4602743, W=0.3324472 
Frame 00989 Rotation: X=-0.1564518, Y=-0.8158227, Z=-0.4551759, W=0.3205795 
Frame 00990 Rotation: X=-0.1507985, Y=-0.8244401, Z=-0.4494441, W=0.3091253 
Frame 00991 Rotation: X=-0.1453822, Y=-0.8327832, Z=-0.4431624, W=0.2982337 
Frame 00992 Rotation: X=-0.1401305, Y=-0.8409553, Z=-0.4362789, W=0.287782 
Frame 00993 Rotation: X=-0.1350881, Y=-0.8488762, Z=-0.4288828, W=0.2778848 
Frame 00994 Rotation: X=-0.1303034, Y=-0.856449, Z=-0.4211156, W=0.2686593 
Frame 00995 Rotation: X=-0.1257187, Y=-0.8637431, Z=-0.4129594, W=0.2600139 
Frame 00996 Rotation: X=-0.1213331, Y=-0.8707392, Z=-0.40448, W=0.2519671 
Frame 00997 Rotation: X=-0.1171121, Y=-0.8774709, Z=-0.3956815, W=0.2444707 
Frame 00998 Rotation: X=-0.1130308, Y=-0.8839566, Z=-0.3865753, W=0.2374959 
Frame 00999 Rotation: X=-0.1090804, Y=-0.8901909, Z=-0.3772027, W=0.2310406 
Frame 01000 Rotation: X=-0.1053331, Y=-0.8960418, Z=-0.3678178, W=0.2252205 
Frame 01001 Rotation: X=-0.1051532, Y=-0.8963209, Z=-0.3673548, W=0.2249491 
Frame 01002 Rotation: X=-0.09826601, Y=-0.9068817, Z=-0.3487829, W=0.2150813 
Frame 01003 Rotation: X=-0.09487108, Y=-0.9119019, Z=-0.3391611, W=0.2107229 
Frame 01004 Rotation: X=-0.0916564, Y=-0.9165403, Z=-0.329759, W=0.2069108 
Frame 01005 Rotation: X=-0.08856045, Y=-0.9208863, Z=-0.3204607, W=0.2035446 
Frame 01006 Rotation: X=-0.08559269, Y=-0.9249281, Z=-0.3113462, W=0.2006128 
Frame 01007 Rotation: X=-0.0827122, Y=-0.9287251, Z=-0.3023269, W=0.1980579 
Frame 01008 Rotation: X=-0.07992321, Y=-0.9322755, Z=-0.2934417, W=0.1958742 
Frame 01009 Rotation: X=-0.07722293, Y=-0.9355884, Z=-0.2847046, W=0.1940472 
Frame 01010 Rotation: X=-0.07472402, Y=-0.9385396, Z=-0.2765063, W=0.1926244 
Frame 01011 Rotation: X=-0.07226116, Y=-0.9413353, Z=-0.268326, W=0.1914877 
Frame 01012 Rotation: X=-0.06990195, Y=-0.9439039, Z=-0.2603982, W=0.1906621 
Frame 01013 Rotation: X=-0.06763569, Y=-0.9462664, Z=-0.2527002, W=0.1901263 
Frame 01014 Rotation: X=-0.06544232, Y=-0.9484511, Z=-0.245174, W=0.1898622 
Frame 01015 Rotation: X=-0.0633476, Y=-0.9504405, Z=-0.2379152, W=0.1898585 
Frame 01016 Rotation: X=-0.06130654, Y=-0.9522837, Z=-0.2307763, W=0.190104 
Frame 01017 Rotation: X=-0.05934935, Y=-0.9539594, Z=-0.2238673, W=0.1905849 
Frame 01018 Rotation: X=-0.05745722, Y=-0.9554901, Z=-0.2171277, W=0.1912931 
Frame 01019 Rotation: X=-0.05561338, Y=-0.9568927, Z=-0.2105018, W=0.1922301 
Frame 01020 Rotation: X=-0.05388431, Y=-0.9581235, Z=-0.2042346, W=0.1933495 
Frame 01021 Rotation: X=-0.05220706, Y=-0.9592341, Z=-0.1981039, W=0.1946773 
Frame 01022 Rotation: X=-0.05059176, Y=-0.9602209, Z=-0.1921504, W=0.1962003 
Frame 01023 Rotation: X=-0.04905008, Y=-0.9610814, Z=-0.1864204, W=0.1978994 
Frame 01024 Rotation: X=-0.04756797, Y=-0.9618281, Z=-0.180866, W=0.199779 
Frame 01025 Rotation: X=-0.04615833, Y=-0.962459, Z=-0.1755387, W=0.2018124 
Frame 01026 Rotation: X=-0.04483882, Y=-0.9629737, Z=-0.1705099, W=0.2039547 
Frame 01027 Rotation: X=-0.04353644, Y=-0.9634039, Z=-0.1655041, W=0.2063151 
Frame 01028 Rotation: X=-0.04229364, Y=-0.9637355, Z=-0.1606846, W=0.2088195 
Frame 01029 Rotation: X=-0.04109935, Y=-0.9639749, Z=-0.1560104, W=0.2114806 
Frame 01030 Rotation: X=-0.03997266, Y=-0.9641212, Z=-0.1515574, W=0.2142498 
Frame 01031 Rotation: X=-0.03892175, Y=-0.9641771, Z=-0.1473575, W=0.2171026 
Frame 01032 Rotation: X=-0.03791238, Y=-0.9641448, Z=-0.1432705, W=0.2201385 
Frame 01033 Rotation: X=-0.03696455, Y=-0.9640226, Z=-0.1393709, W=0.2233154 
Frame 01034 Rotation: X=-0.03610842, Y=-0.9638181, Z=-0.1357797, W=0.2265275 
Frame 01035 Rotation: X=-0.03529132, Y=-0.9635199, Z=-0.1322708, W=0.229975 
Frame 01036 Rotation: X=-0.03457153, Y=-0.9631493, Z=-0.129088, W=0.2334193 
Frame 01037 Rotation: X=-0.03390636, Y=-0.9626898, Z=-0.1260406, W=0.2370496 
Frame 01038 Rotation: X=-0.03331811, Y=-0.9621553, Z=-0.1232225, W=0.2407555 
Frame 01039 Rotation: X=-0.032813, Y=-0.9615605, Z=-0.1206658, W=0.2444678 
Frame 01040 Rotation: X=-0.03236924, Y=-0.9608867, Z=-0.1182617, W=0.2483209 
Frame 01041 Rotation: X=-0.03199947, Y=-0.9601555, Z=-0.1160757, W=0.2521981 
Frame 01042 Rotation: X=-0.03169726, Y=-0.9593681, Z=-0.1140801, W=0.2561133 
Frame 01043 Rotation: X=-0.03145159, Y=-0.9584958, Z=-0.1121984, W=0.260208 
Frame 01044 Rotation: X=-0.03127023, Y=-0.9575695, Z=-0.1104906, W=0.2643381 
Frame 01045 Rotation: X=-0.03114725, Y=-0.9565781, Z=-0.10892, W=0.2685604 
Frame 01046 Rotation: X=-0.03107991, Y=-0.9555383, Z=-0.107495, W=0.2728102 
Frame 01047 Rotation: X=-0.03106394, Y=-0.9544579, Z=-0.1062077, W=0.2770653 
Frame 01048 Rotation: X=-0.03109322, Y=-0.9533305, Z=-0.10503, W=0.2813591 
Frame 01049 Rotation: X=-0.0311632, Y=-0.9521494, Z=-0.1039395, W=0.2857221 
Frame 01050 Rotation: X=-0.03126308, Y=-0.9509795, Z=-0.1029736, W=0.2899259 
Frame 01051 Rotation: X=-0.03139406, Y=-0.9497366, Z=-0.1020446, W=0.2942818 
Frame 01052 Rotation: X=-0.03154609, Y=-0.948468, Z=-0.1011745, W=0.2986255 
Frame 01053 Rotation: X=-0.03171254, Y=-0.9471774, Z=-0.100349, W=0.3029511 
Frame 01054 Rotation: X=-0.03188989, Y=-0.9458538, Z=-0.09954765, W=0.3073013 
Frame 01055 Rotation: X=-0.0320726, Y=-0.9445082, Z=-0.09876728, W=0.3116419 
Frame 01056 Rotation: X=-0.03225699, Y=-0.9431403, Z=-0.09799825, W=0.3159781 
Frame 01057 Rotation: X=-0.03243459, Y=-0.9417888, Z=-0.09725362, W=0.3201932 
Frame 01058 Rotation: X=-0.03261102, Y=-0.9403879, Z=-0.09649005, W=0.3244947 
Frame 01059 Rotation: X=-0.03277838, Y=-0.9389766, Z=-0.09572256, W=0.3287642 
Frame 01060 Rotation: X=-0.03293591, Y=-0.9375386, Z=-0.09493703, W=0.3330519 
Frame 01061 Rotation: X=-0.03307912, Y=-0.9360942, Z=-0.09413955, W=0.3373 
Frame 01062 Rotation: X=-0.03320178, Y=-0.9346955, Z=-0.09335556, W=0.34136 
Frame 01063 Rotation: X=-0.03331207, Y=-0.9332325, Z=-0.0925202, W=0.3455539 
Frame 01064 Rotation: X=-0.03340268, Y=-0.9317651, Z=-0.09166369, W=0.3497083 
Frame 01065 Rotation: X=-0.03347325, Y=-0.930274, Z=-0.09077224, W=0.3538789 
Frame 01066 Rotation: X=-0.03352165, Y=-0.9287925, Z=-0.0898651, W=0.3579735 
Frame 01067 Rotation: X=-0.03354789, Y=-0.9272965, Z=-0.08892627, W=0.3620607 
Frame 01068 Rotation: X=-0.03355123, Y=-0.9257897, Z=-0.08795778, W=0.3661301 
Frame 01069 Rotation: X=-0.03353158, Y=-0.924262, Z=-0.08695384, W=0.3702087 
Frame 01070 Rotation: X=-0.03348837, Y=-0.9227117, Z=-0.08591362, W=0.3743 
Frame 01071 Rotation: X=-0.03342253, Y=-0.9211586, Z=-0.08485195, W=0.3783517 
Frame 01072 Rotation: X=-0.03333577, Y=-0.9196059, Z=-0.0837742, W=0.3823556 
Frame 01073 Rotation: X=-0.03322945, Y=-0.9180471, Z=-0.08267929, W=0.3863283 
Frame 01074 Rotation: X=-0.03310249, Y=-0.9164467, Z=-0.08154567, W=0.3903587 
Frame 01075 Rotation: X=-0.03295847, Y=-0.9148287, Z=-0.08039434, W=0.3943844 
Frame 01076 Rotation: X=-0.0328019, Y=-0.91321, Z=-0.07924274, W=0.3983619 
Frame 01077 Rotation: X=-0.03263772, Y=-0.9116156, Z=-0.07811211, W=0.4022317 
Frame 01078 Rotation: X=-0.03246036, Y=-0.9099797, Z=-0.07695735, W=0.4061537 
Frame 01079 Rotation: X=-0.03228118, Y=-0.908396, Z=-0.07584588, W=0.409905 
Frame 01080 Rotation: X=-0.03208969, Y=-0.906761, Z=-0.07470636, W=0.4137315 
Frame 01081 Rotation: X=-0.03189472, Y=-0.905142, Z=-0.07358724, W=0.4174752 
Frame 01082 Rotation: X=-0.03169413, Y=-0.9035118, Z=-0.07247057, W=0.4212007 
Frame 01083 Rotation: X=-0.03148868, Y=-0.9018641, Z=-0.07135443, W=0.4249215 
Frame 01084 Rotation: X=-0.0312828, Y=-0.9002315, Z=-0.07026062, W=0.428565 
Frame 01085 Rotation: X=-0.03108167, Y=-0.8986422, Z=-0.06920905, W=0.4320719 
Frame 01086 Rotation: X=-0.03088335, Y=-0.8970724, Z=-0.06818399, W=0.4354979 
Frame 01087 Rotation: X=-0.03068978, Y=-0.8955285, Z=-0.0671904, W=0.4388306 
Frame 01088 Rotation: X=-0.03049899, Y=-0.8939883, Z=-0.06621397, W=0.4421206 
Frame 01089 Rotation: X=-0.0303123, Y=-0.8924649, Z=-0.06526157, W=0.445341 
Frame 01090 Rotation: X=-0.03013518, Y=-0.8910059, Z=-0.06436075, W=0.448395 
Frame 01091 Rotation: X=-0.0299595, Y=-0.88955, Z=-0.06347126, W=0.4514141 
Frame 01092 Rotation: X=-0.02978757, Y=-0.8881193, Z=-0.06260532, W=0.4543539 
Frame 01093 Rotation: X=-0.02962035, Y=-0.8867258, Z=-0.06176867, W=0.4571922 
Frame 01094 Rotation: X=-0.02945656, Y=-0.8853623, Z=-0.06095563, W=0.4599459 
Frame 01095 Rotation: X=-0.0292964, Y=-0.8840358, Z=-0.06016868, W=0.4626036 
Frame 01096 Rotation: X=-0.02913931, Y=-0.8827455, Z=-0.05940614, W=0.465169 
Frame 01097 Rotation: X=-0.02898651, Y=-0.8815049, Z=-0.05867504, W=0.4676176 
Frame 01098 Rotation: X=-0.02883352, Y=-0.8802819, Z=-0.05795545, W=0.4700144 
Frame 01099 Rotation: X=-0.02868236, Y=-0.8790972, Z=-0.0572587, W=0.4723207 
Frame 01100 Rotation: X=-0.02852873, Y=-0.8779207, Z=-0.05656631, W=0.4745963 
Frame 01101 Rotation: X=-0.02852123, Y=-0.8778641, Z=-0.05653293, W=0.4747055 
Frame 01102 Rotation: X=-0.02822229, Y=-0.8756766, Z=-0.05524213, W=0.4788969 
Frame 01103 Rotation: X=-0.0280651, Y=-0.8745605, Z=-0.05458353, W=0.4810166 
Frame 01104 Rotation: X=-0.02790858, Y=-0.8734748, Z=-0.05394337, W=0.4830662 
Frame 01105 Rotation: X=-0.0277482, Y=-0.8723848, Z=-0.05330209, W=0.485112 
Frame 01106 Rotation: X=-0.02758671, Y=-0.8713052, Z=-0.05266995, W=0.4871264 
Frame 01107 Rotation: X=-0.02742262, Y=-0.8702211, Z=-0.05204, W=0.4891371 
Frame 01108 Rotation: X=-0.02725693, Y=-0.8691295, Z=-0.05141336, W=0.4911494 
Frame 01109 Rotation: X=-0.02709243, Y=-0.8680421, Z=-0.05079905, W=0.4931415 
Frame 01110 Rotation: X=-0.02693024, Y=-0.8669559, Z=-0.05019834, W=0.4951186 
Frame 01111 Rotation: X=-0.02677354, Y=-0.8658813, Z=-0.04961974, W=0.4970621 
Frame 01112 Rotation: X=-0.02661592, Y=-0.8647536, Z=-0.0490339, W=0.4990876 
Frame 01113 Rotation: X=-0.02646583, Y=-0.8636089, Z=-0.04846568, W=0.5011291 
Frame 01114 Rotation: X=-0.0263245, Y=-0.8624357, Z=-0.04791411, W=0.5032057 
Frame 01115 Rotation: X=-0.0261939, Y=-0.8612223, Z=-0.0473791, W=0.5053368 
Frame 01116 Rotation: X=-0.02607923, Y=-0.8599925, Z=-0.04687525, W=0.5074795 
Frame 01117 Rotation: X=-0.02598139, Y=-0.8587428, Z=-0.04640247, W=0.5096398 
Frame 01118 Rotation: X=-0.02589837, Y=-0.8574167, Z=-0.04594302, W=0.5119131 
Frame 01119 Rotation: X=-0.02583646, Y=-0.856064, Z=-0.04551877, W=0.514213 
Frame 01120 Rotation: X=-0.0257957, Y=-0.8546547, Z=-0.04512196, W=0.5165888 
Frame 01121 Rotation: X=-0.02577865, Y=-0.8531674, Z=-0.04475101, W=0.5190743 
Frame 01122 Rotation: X=-0.02578795, Y=-0.8516474, Z=-0.04441964, W=0.5215924 
Frame 01123 Rotation: X=-0.02582504, Y=-0.8500791, Z=-0.0441255, W=0.5241675 
Frame 01124 Rotation: X=-0.02589048, Y=-0.8484872, Z=-0.04387368, W=0.5267583 
Frame 01125 Rotation: X=-0.02598695, Y=-0.8468344, Z=-0.04365889, W=0.5294243 
Frame 01126 Rotation: X=-0.02611219, Y=-0.8451695, Z=-0.0434872, W=0.532086 
Frame 01127 Rotation: X=-0.02626786, Y=-0.8434689, Z=-0.04335502, W=0.534781 
Frame 01128 Rotation: X=-0.02644819, Y=-0.8417822, Z=-0.04326355, W=0.5374305 
Frame 01129 Rotation: X=-0.02665586, Y=-0.8400696, Z=-0.04320754, W=0.5400979 
Frame 01130 Rotation: X=-0.02687955, Y=-0.8384049, Z=-0.04318541, W=0.5426692 
Frame 01131 Rotation: X=-0.02713097, Y=-0.8366844, Z=-0.0431922, W=0.545305 
Frame 01132 Rotation: X=-0.02739752, Y=-0.8349844, Z=-0.04322523, W=0.5478888 
Frame 01133 Rotation: X=-0.02769309, Y=-0.8332007, Z=-0.04328301, W=0.5505782 
Frame 01134 Rotation: X=-0.02798015, Y=-0.8315374, Z=-0.04335372, W=0.553067 
Frame 01135 Rotation: X=-0.02826261, Y=-0.8299476, Z=-0.04343334, W=0.5554295 
Frame 01136 Rotation: X=-0.02854601, Y=-0.8283802, Z=-0.04351957, W=0.5577432 
Frame 01137 Rotation: X=-0.02883054, Y=-0.8268228, Z=-0.04361027, W=0.5600278 
Frame 01138 Rotation: X=-0.02909734, Y=-0.8253626, Z=-0.04369647, W=0.5621571 
Frame 01139 Rotation: X=-0.02935637, Y=-0.8239303, Z=-0.04377848, W=0.5642345 
Frame 01140 Rotation: X=-0.02959811, Y=-0.8225632, Z=-0.04385053, W=0.5662075 
Frame 01141 Rotation: X=-0.02983347, Y=-0.8211865, Z=-0.04391357, W=0.568185 
Frame 01142 Rotation: X=-0.03004334, Y=-0.8198979, Z=-0.04395987, W=0.5700284 
Frame 01143 Rotation: X=-0.03023995, Y=-0.8186007, Z=-0.04398848, W=0.5718771 
Frame 01144 Rotation: X=-0.03041042, Y=-0.8173667, Z=-0.04399517, W=0.57363 
Frame 01145 Rotation: X=-0.03056047, Y=-0.8161371, Z=-0.04397728, W=0.5753714 
Frame 01146 Rotation: X=-0.03068438, Y=-0.8149429, Z=-0.04393296, W=0.5770585 
Frame 01147 Rotation: X=-0.03078263, Y=-0.8137705, Z=-0.04386074, W=0.5787109 
Frame 01148 Rotation: X=-0.0308564, Y=-0.8126045, Z=-0.0437598, W=0.5803506 
Frame 01149 Rotation: X=-0.03090875, Y=-0.811388, Z=-0.04362505, W=0.5820576 
