Frame 00000 Position: X=0, Y=0, Z=0 
Frame 01216 Position: X=-0.8867615, Y=9.540768, Z=26.71235 
Frame 01217 Position: X=-0.9384167, Y=9.53771, Z=26.72553 
Frame 01218 Position: X=-0.9892552, Y=9.533867, Z=26.74241 
Frame 01219 Position: X=-1.045053, Y=9.528778, Z=26.76521 
Frame 01220 Position: X=-1.096664, Y=9.523343, Z=26.79005 
Frame 01221 Position: X=-1.146914, Y=9.517471, Z=26.81747 
Frame 01222 Position: X=-1.191356, Y=9.511879, Z=26.84414 
Frame 01223 Position: X=-1.241764, Y=9.50518, Z=26.87685 
Frame 01224 Position: X=-1.291933, Y=9.498247, Z=26.91169 
Frame 01225 Position: X=-1.334888, Y=9.492195, Z=26.94303 
Frame 01226 Position: X=-1.386933, Y=9.484841, Z=26.98247 
Frame 01227 Position: X=-1.431314, Y=9.47866, Z=27.01703 
Frame 01228 Position: X=-1.480547, Y=9.472022, Z=27.05597 
Frame 01229 Position: X=-1.527722, Y=9.465998, Z=27.09347 
Frame 01230 Position: X=-1.569505, Y=9.461031, Z=27.12651 
Frame 01231 Position: X=-1.618171, Y=9.455795, Z=27.1644 
Frame 01232 Position: X=-1.661606, Y=9.451715, Z=27.19734 
Frame 01233 Position: X=-1.713149, Y=9.447716, Z=27.23493 
Frame 01234 Position: X=-1.761487, Y=9.444906, Z=27.26829 
Frame 01235 Position: X=-1.804492, Y=9.443254, Z=27.29612 
Frame 01236 Position: X=-1.851368, Y=9.442437, Z=27.32418 
Frame 01237 Position: X=-1.904368, Y=9.442837, Z=27.35269 
Frame 01238 Position: X=-1.950423, Y=9.444391, Z=27.37441 
Frame 01239 Position: X=-2.002382, Y=9.447555, Z=27.39522 
Frame 01240 Position: X=-2.047513, Y=9.451706, Z=27.41016 
Frame 01241 Position: X=-2.099316, Y=9.458583, Z=27.42461 
Frame 01242 Position: X=-2.148916, Y=9.467127, Z=27.436 
Frame 01243 Position: X=-2.19832, Y=9.477341, Z=27.44518 
Frame 01244 Position: X=-2.247727, Y=9.489055, Z=27.45242 
Frame 01245 Position: X=-2.300313, Y=9.502939, Z=27.45823 
Frame 01246 Position: X=-2.348218, Y=9.516657, Z=27.46203 
Frame 01247 Position: X=-2.39776, Y=9.53171, Z=27.46469 
Frame 01248 Position: X=-2.44415, Y=9.546423, Z=27.46619 
Frame 01249 Position: X=-2.496688, Y=9.563593, Z=27.46699 
Frame 01250 Position: X=-2.543167, Y=9.579044, Z=27.46708 
Frame 01251 Position: X=-2.599281, Y=9.597788, Z=27.46669 
Frame 01252 Position: X=-2.645569, Y=9.613133, Z=27.46615 
Frame 01253 Position: X=-2.702056, Y=9.631481, Z=27.46549 
Frame 01254 Position: X=-2.74845, Y=9.646061, Z=27.46515 
Frame 01255 Position: X=-2.802179, Y=9.66219, Z=27.46518 
Frame 01256 Position: X=-2.850516, Y=9.675839, Z=27.4658 
Frame 01257 Position: X=-2.905072, Y=9.69007, Z=27.46737 
Frame 01258 Position: X=-2.957575, Y=9.702406, Z=27.46997 
Frame 01259 Position: X=-3.009614, Y=9.713144, Z=27.47379 
Frame 01260 Position: X=-3.059568, Y=9.721913, Z=27.47878 
Frame 01261 Position: X=-3.112682, Y=9.729433, Z=27.48567 
Frame 01262 Position: X=-3.172838, Y=9.735525, Z=27.49566 
Frame 01263 Position: X=-3.222186, Y=9.738467, Z=27.50573 
Frame 01264 Position: X=-3.276937, Y=9.739552, Z=27.51874 
Frame 01265 Position: X=-3.339339, Y=9.738356, Z=27.53527 
Frame 01266 Position: X=-3.397748, Y=9.735195, Z=27.55218 
Frame 01267 Position: X=-3.456922, Y=9.730247, Z=27.57052 
Frame 01268 Position: X=-3.517248, Y=9.723638, Z=27.59031 
Frame 01269 Position: X=-3.577943, Y=9.715615, Z=27.61117 
Frame 01270 Position: X=-3.638427, Y=9.706457, Z=27.63275 
Frame 01271 Position: X=-3.696283, Y=9.696785, Z=27.65403 
Frame 01272 Position: X=-3.753079, Y=9.686572, Z=27.67539 
Frame 01273 Position: X=-3.816517, Y=9.674496, Z=27.69971 
Frame 01274 Position: X=-3.880425, Y=9.661796, Z=27.72455 
Frame 01275 Position: X=-3.934965, Y=9.650669, Z=27.74593 
Frame 01276 Position: X=-3.995015, Y=9.638252, Z=27.76955 
Frame 01277 Position: X=-4.055118, Y=9.625794, Z=27.79319 
Frame 01278 Position: X=-4.122051, Y=9.612068, Z=27.81936 
Frame 01279 Position: X=-4.182981, Y=9.59988, Z=27.84293 
Frame 01280 Position: X=-4.240036, Y=9.588888, Z=27.86467 
Frame 01281 Position: X=-4.302285, Y=9.577532, Z=27.88788 
Frame 01282 Position: X=-4.36131, Y=9.567554, Z=27.90929 
Frame 01283 Position: X=-4.419749, Y=9.55862, Z=27.92977 
Frame 01284 Position: X=-4.478004, Y=9.55085, Z=27.94933 
Frame 01285 Position: X=-4.535365, Y=9.544517, Z=27.9676 
Frame 01286 Position: X=-4.591341, Y=9.539825, Z=27.98432 
Frame 01287 Position: X=-4.646183, Y=9.5368, Z=27.99955 
Frame 01288 Position: X=-4.693676, Y=9.535053, Z=28.01219 
Frame 01289 Position: X=-4.744529, Y=9.534, Z=28.02523 
Frame 01290 Position: X=-4.796561, Y=9.533812, Z=28.03803 
Frame 01291 Position: X=-4.847206, Y=9.534483, Z=28.04995 
Frame 01292 Position: X=-4.890193, Y=9.535698, Z=28.05963 
Frame 01293 Position: X=-4.936208, Y=9.537624, Z=28.06957 
Frame 01294 Position: X=-4.987104, Y=9.540455, Z=28.08006 
Frame 01295 Position: X=-5.033561, Y=9.543613, Z=28.0892 
Frame 01296 Position: X=-5.077703, Y=9.54705, Z=28.09753 
Frame 01297 Position: X=-5.125056, Y=9.551123, Z=28.10611 
Frame 01298 Position: X=-5.171369, Y=9.555397, Z=28.11419 
Frame 01299 Position: X=-5.218693, Y=9.559959, Z=28.12219 
Frame 01300 Position: X=-5.265481, Y=9.564566, Z=28.1299 
Frame 01301 Position: X=-5.310741, Y=9.56902, Z=28.1372 
Frame 01302 Position: X=-5.360821, Y=9.573855, Z=28.14518 
Frame 01303 Position: X=-5.410449, Y=9.578463, Z=28.15302 
Frame 01304 Position: X=-5.458562, Y=9.582682, Z=28.16061 
Frame 01305 Position: X=-5.513244, Y=9.587112, Z=28.16927 
Frame 01306 Position: X=-5.567323, Y=9.591058, Z=28.17791 
Frame 01307 Position: X=-5.624432, Y=9.594706, Z=28.18717 
Frame 01308 Position: X=-5.677232, Y=9.597581, Z=28.19587 
Frame 01309 Position: X=-5.736576, Y=9.600225, Z=28.20584 
Frame 01310 Position: X=-5.797859, Y=9.602301, Z=28.21636 
Frame 01311 Position: X=-5.870362, Y=9.604263, Z=28.22864 
Frame 01312 Position: X=-5.940958, Y=9.606281, Z=28.23971 
Frame 01313 Position: X=-6.013527, Y=9.608433, Z=28.25039 
Frame 01314 Position: X=-6.081555, Y=9.610485, Z=28.25992 
Frame 01315 Position: X=-6.166479, Y=9.613052, Z=28.27134 
Frame 01316 Position: X=-6.246245, Y=9.615436, Z=28.28173 
Frame 01317 Position: X=-6.328648, Y=9.617834, Z=28.29226 
Frame 01318 Position: X=-6.413701, Y=9.620212, Z=28.30301 
Frame 01319 Position: X=-6.499121, Y=9.622467, Z=28.31382 
Frame 01320 Position: X=-6.575112, Y=9.624338, Z=28.32352 
Frame 01321 Position: X=-6.658827, Y=9.626225, Z=28.33438 
Frame 01322 Position: X=-6.752807, Y=9.628084, Z=28.3469 
Frame 01323 Position: X=-6.83527, Y=9.629457, Z=28.35828 
Frame 01324 Position: X=-6.913911, Y=9.630507, Z=28.36956 
Frame 01325 Position: X=-7.006965, Y=9.631372, Z=28.38357 
Frame 01326 Position: X=-7.090964, Y=9.63175, Z=28.39698 
Frame 01327 Position: X=-7.165379, Y=9.631715, Z=28.40957 
Frame 01328 Position: X=-7.253685, Y=9.631151, Z=28.42557 
Frame 01329 Position: X=-7.325252, Y=9.630213, Z=28.43952 
Frame 01330 Position: X=-7.405101, Y=9.628565, Z=28.45635 
Frame 01331 Position: X=-7.48231, Y=9.626257, Z=28.47415 
Frame 01332 Position: X=-7.553425, Y=9.623379, Z=28.49216 
Frame 01333 Position: X=-7.62234, Y=9.619749, Z=28.51146 
Frame 01334 Position: X=-7.68013, Y=9.615993, Z=28.52936 
Frame 01335 Position: X=-7.748173, Y=9.611757, Z=28.55262 
Frame 01336 Position: X=-7.809107, Y=9.608324, Z=28.5755 
Frame 01337 Position: X=-7.860664, Y=9.605602, Z=28.59642 
Frame 01338 Position: X=-7.91865, Y=9.602634, Z=28.6217 
Frame 01339 Position: X=-7.969177, Y=9.600021, Z=28.64526 
Frame 01340 Position: X=-8.023894, Y=9.597029, Z=28.67238 
Frame 01341 Position: X=-8.077789, Y=9.593756, Z=28.7007 
Frame 01342 Position: X=-8.123228, Y=9.590609, Z=28.72578 
Frame 01343 Position: X=-8.17677, Y=9.586266, Z=28.75666 
Frame 01344 Position: X=-8.224586, Y=9.581629, Z=28.78538 
Frame 01345 Position: X=-8.266866, Y=9.576791, Z=28.81157 
Frame 01346 Position: X=-8.312001, Y=9.570713, Z=28.84025 
Frame 01347 Position: X=-8.362134, Y=9.562668, Z=28.87281 
Frame 01348 Position: X=-8.405332, Y=9.554489, Z=28.90131 
Frame 01349 Position: X=-8.451928, Y=9.544214, Z=28.93232 
Frame 01350 Position: X=-8.49434, Y=9.533426, Z=28.96064 
Frame 01351 Position: X=-8.54095, Y=9.519871, Z=28.99167 
Frame 01352 Position: X=-8.58567, Y=9.505092, Z=29.02116 
Frame 01353 Position: X=-8.625276, Y=9.490492, Z=29.0469 
Frame 01354 Position: X=-8.674951, Y=9.470118, Z=29.0785 
Frame 01355 Position: X=-8.715961, Y=9.451544, Z=29.10388 
Frame 01356 Position: X=-8.766747, Y=9.426345, Z=29.13426 
Frame 01357 Position: X=-8.809033, Y=9.403526, Z=29.15856 
Frame 01358 Position: X=-8.856087, Y=9.376158, Z=29.18477 
Frame 01359 Position: X=-8.907203, Y=9.344086, Z=29.21313 
Frame 01360 Position: X=-8.959941, Y=9.308707, Z=29.24232 
Frame 01361 Position: X=-9.012443, Y=9.271399, Z=29.27134 
Frame 01362 Position: X=-9.064994, Y=9.232133, Z=29.30034 
Frame 01363 Position: X=-9.111791, Y=9.195646, Z=29.32615 
Frame 01364 Position: X=-9.163282, Y=9.153925, Z=29.35454 
Frame 01365 Position: X=-9.218337, Y=9.107552, Z=29.3849 
Frame 01366 Position: X=-9.270598, Y=9.06188, Z=29.41372 
Frame 01367 Position: X=-9.322617, Y=9.014833, Z=29.44244 
Frame 01368 Position: X=-9.373665, Y=8.967108, Z=29.47066 
Frame 01369 Position: X=-9.427035, Y=8.915517, Z=29.50022 
Frame 01370 Position: X=-9.472128, Y=8.870522, Z=29.52525 
Frame 01371 Position: X=-9.525934, Y=8.815037, Z=29.5552 
Frame 01372 Position: X=-9.573381, Y=8.764356, Z=29.58171 
Frame 01373 Position: X=-9.615121, Y=8.718271, Z=29.60512 
Frame 01374 Position: X=-9.663478, Y=8.662897, Z=29.63238 
Frame 01375 Position: X=-9.701715, Y=8.617383, Z=29.65407 
Frame 01376 Position: X=-9.7457, Y=8.562782, Z=29.67921 
Frame 01377 Position: X=-9.783659, Y=8.513308, Z=29.70111 
Frame 01378 Position: X=-9.819129, Y=8.464576, Z=29.72182 
Frame 01379 Position: X=-9.848013, Y=8.422578, Z=29.7389 
Frame 01380 Position: X=-9.876507, Y=8.378403, Z=29.75603 
Frame 01381 Position: X=-9.904758, Y=8.330683, Z=29.77344 
Frame 01382 Position: X=-9.927328, Y=8.287294, Z=29.78791 
Frame 01383 Position: X=-9.94451, Y=8.249314, Z=29.79945 
Frame 01384 Position: X=-9.962276, Y=8.203191, Z=29.8121 
Frame 01385 Position: X=-9.975743, Y=8.160842, Z=29.82245 
Frame 01386 Position: X=-9.986427, Y=8.119453, Z=29.83144 
Frame 01387 Position: X=-9.994948, Y=8.07737, Z=29.83952 
Frame 01388 Position: X=-10.00087, Y=8.038597, Z=29.84605 
Frame 01389 Position: X=-10.00521, Y=7.998406, Z=29.85197 
Frame 01390 Position: X=-10.0078, Y=7.960737, Z=29.8568 
Frame 01391 Position: X=-10.00922, Y=7.916391, Z=29.86166 
Frame 01392 Position: X=-10.00925, Y=7.880193, Z=29.86504 
Frame 01393 Position: X=-10.00815, Y=7.836073, Z=29.86853 
Frame 01394 Position: X=-10.00625, Y=7.795238, Z=29.87123 
Frame 01395 Position: X=-10.00402, Y=7.758709, Z=29.87329 
Frame 01396 Position: X=-10.00088, Y=7.714318, Z=29.87543 
Frame 01397 Position: X=-9.997788, Y=7.673163, Z=29.87716 
Frame 01398 Position: X=-9.994925, Y=7.634418, Z=29.87864 
Frame 01399 Position: X=-9.992063, Y=7.591888, Z=29.88019 
Frame 01400 Position: X=-9.989902, Y=7.55302, Z=29.88162 
Frame 01401 Position: X=-9.988307, Y=7.51242, Z=29.88321 
Frame 01402 Position: X=-9.987567, Y=7.469544, Z=29.88507 
Frame 01403 Position: X=-9.987933, Y=7.429734, Z=29.88704 
Frame 01404 Position: X=-9.989449, Y=7.390459, Z=29.88929 
Frame 01405 Position: X=-9.992411, Y=7.344151, Z=29.89207 
Frame 01406 Position: X=-9.995047, Y=7.304265, Z=29.89398 
Frame 01407 Position: X=-9.997902, Y=7.261204, Z=29.89552 
Frame 01408 Position: X=-10.00063, Y=7.219905, Z=29.89652 
Frame 01409 Position: X=-10.00335, Y=7.178259, Z=29.89711 
Frame 01410 Position: X=-10.00602, Y=7.136683, Z=29.89732 
Frame 01411 Position: X=-10.00855, Y=7.096022, Z=29.89721 
Frame 01412 Position: X=-10.01077, Y=7.059213, Z=29.89689 
Frame 01413 Position: X=-10.01333, Y=7.014768, Z=29.89628 
Frame 01414 Position: X=-10.01535, Y=6.977763, Z=29.89563 
Frame 01415 Position: X=-10.01742, Y=6.937348, Z=29.89483 
Frame 01416 Position: X=-10.01945, Y=6.894417, Z=29.89393 
Frame 01417 Position: X=-10.02134, Y=6.850605, Z=29.89301 
Frame 01418 Position: X=-10.02282, Y=6.812107, Z=29.89226 
Frame 01419 Position: X=-10.02441, Y=6.764666, Z=29.89146 
Frame 01420 Position: X=-10.02555, Y=6.725014, Z=29.89095 
Frame 01421 Position: X=-10.02669, Y=6.675982, Z=29.89054 
Frame 01422 Position: X=-10.02746, Y=6.632118, Z=29.89044 
Frame 01423 Position: X=-10.02805, Y=6.583498, Z=29.89066 
Frame 01424 Position: X=-10.02835, Y=6.537992, Z=29.8912 
Frame 01425 Position: X=-10.02839, Y=6.486925, Z=29.89223 
Frame 01426 Position: X=-10.02816, Y=6.438884, Z=29.89362 
Frame 01427 Position: X=-10.0276, Y=6.385365, Z=29.89568 
Frame 01428 Position: X=-10.02679, Y=6.335525, Z=29.89805 
Frame 01429 Position: X=-10.02564, Y=6.28537, Z=29.90067 
Frame 01430 Position: X=-10.02394, Y=6.228326, Z=29.90384 
Frame 01431 Position: X=-10.02183, Y=6.169533, Z=29.9073 
Frame 01432 Position: X=-10.01945, Y=6.112147, Z=29.91085 
Frame 01433 Position: X=-10.01687, Y=6.056056, Z=29.91446 
Frame 01434 Position: X=-10.01374, Y=5.993592, Z=29.91866 
Frame 01435 Position: X=-10.01085, Y=5.939667, Z=29.9224 
Frame 01436 Position: X=-10.00705, Y=5.872468, Z=29.92723 
Frame 01437 Position: X=-10.00357, Y=5.813419, Z=29.93161 
Frame 01438 Position: X=-9.999791, Y=5.751482, Z=29.93633 
Frame 01439 Position: X=-9.996135, Y=5.692957, Z=29.94091 
Frame 01440 Position: X=-9.99217, Y=5.630605, Z=29.94591 
Frame 01441 Position: X=-9.987638, Y=5.560164, Z=29.95169 
Frame 01442 Position: X=-9.983706, Y=5.499358, Z=29.95681 
Frame 01443 Position: X=-9.979336, Y=5.431702, Z=29.96262 
Frame 01444 Position: X=-9.975098, Y=5.365571, Z=29.96842 
Frame 01445 Position: X=-9.970866, Y=5.298613, Z=29.97441 
Frame 01446 Position: X=-9.967053, Y=5.237063, Z=29.98002 
Frame 01447 Position: X=-9.963387, Y=5.176363, Z=29.98565 
Frame 01448 Position: X=-9.959403, Y=5.108188, Z=29.99208 
Frame 01449 Position: X=-9.955587, Y=5.039913, Z=29.99865 
Frame 01450 Position: X=-9.952107, Y=4.974215, Z=30.00507 
Frame 01451 Position: X=-9.9488, Y=4.907577, Z=30.01169 
Frame 01452 Position: X=-9.945833, Y=4.848528, Z=30.01775 
Frame 01453 Position: X=-9.941925, Y=4.783481, Z=30.02485 
Frame 01454 Position: X=-9.937105, Y=4.71381, Z=30.03289 
Frame 01455 Position: X=-9.931648, Y=4.642623, Z=30.0415 
Frame 01456 Position: X=-9.926204, Y=4.57637, Z=30.0498 
Frame 01457 Position: X=-9.920683, Y=4.5121, Z=30.05807 
Frame 01458 Position: X=-9.914242, Y=4.439166, Z=30.06768 
Frame 01459 Position: X=-9.908031, Y=4.369658, Z=30.07699 
Frame 01460 Position: X=-9.902182, Y=4.303882, Z=30.0859 
Frame 01461 Position: X=-9.895409, Y=4.226079, Z=30.09652 
Frame 01462 Position: X=-9.889379, Y=4.153894, Z=30.10639 
Frame 01463 Position: X=-9.88442, Y=4.091105, Z=30.11495 
Frame 01464 Position: X=-9.879108, Y=4.018306, Z=30.1248 
Frame 01465 Position: X=-9.874363, Y=3.94519, Z=30.13456 
Frame 01466 Position: X=-9.870462, Y=3.874532, Z=30.14382 
Frame 01467 Position: X=-9.86771, Y=3.812806, Z=30.15173 
Frame 01468 Position: X=-9.865436, Y=3.742074, Z=30.16052 
Frame 01469 Position: X=-9.864336, Y=3.680309, Z=30.16791 
Frame 01470 Position: X=-9.86427, Y=3.607875, Z=30.17618 
Frame 01471 Position: X=-9.865559, Y=3.541248, Z=30.18333 
Frame 01472 Position: X=-9.868258, Y=3.476285, Z=30.18981 
Frame 01473 Position: X=-9.871948, Y=3.419671, Z=30.19497 
Frame 01474 Position: X=-9.878157, Y=3.35285, Z=30.20041 
Frame 01475 Position: X=-9.884781, Y=3.299484, Z=30.20416 
Frame 01476 Position: X=-9.895369, Y=3.235054, Z=30.20964 
Frame 01477 Position: X=-9.907811, Y=3.175095, Z=30.21637 
Frame 01478 Position: X=-9.92245, Y=3.11539, Z=30.22435 
Frame 01479 Position: X=-9.938234, Y=3.058735, Z=30.23283 
Frame 01480 Position: X=-9.955071, Y=3.004046, Z=30.24166 
Frame 01481 Position: X=-9.976579, Y=2.940092, Z=30.25249 
Frame 01482 Position: X=-9.995183, Y=2.888633, Z=30.26139 
Frame 01483 Position: X=-10.01808, Y=2.828929, Z=30.27167 
Frame 01484 Position: X=-10.04205, Y=2.769711, Z=30.28152 
Frame 01485 Position: X=-10.06591, Y=2.713327, Z=30.29028 
Frame 01486 Position: X=-10.08994, Y=2.65851, Z=30.29791 
Frame 01487 Position: X=-10.11426, Y=2.604629, Z=30.30423 
Frame 01488 Position: X=-10.13863, Y=2.55182, Z=30.30891 
Frame 01489 Position: X=-10.16273, Y=2.500418, Z=30.3116 
Frame 01490 Position: X=-10.18601, Y=2.451235, Z=30.31199 
Frame 01491 Position: X=-10.20863, Y=2.403537, Z=30.30978 
Frame 01492 Position: X=-10.2276, Y=2.363361, Z=30.30544 
Frame 01493 Position: X=-10.2482, Y=2.31913, Z=30.29736 
Frame 01494 Position: X=-10.26729, Y=2.277078, Z=30.2856 
Frame 01495 Position: X=-10.28417, Y=2.238387, Z=30.27023 
Frame 01496 Position: X=-10.29872, Y=2.203016, Z=30.25116 
Frame 01497 Position: X=-10.31049, Y=2.17192, Z=30.2291 
Frame 01498 Position: X=-10.32084, Y=2.140773, Z=30.2002 
Frame 01499 Position: X=-10.3278, Y=2.116551, Z=30.17088 
Frame 01500 Position: X=-10.33399, Y=2.093515, Z=30.13441 
Frame 01501 Position: X=-10.3391, Y=2.072611, Z=30.09076 
Frame 01502 Position: X=-10.34275, Y=2.055259, Z=30.04277 
Frame 01503 Position: X=-10.34489, Y=2.042291, Z=29.99578 
Frame 01504 Position: X=-10.34608, Y=2.030513, Z=29.93914 
Frame 01505 Position: X=-10.3461, Y=2.021778, Z=29.88165 
Frame 01506 Position: X=-10.3451, Y=2.015246, Z=29.82125 
Frame 01507 Position: X=-10.34314, Y=2.010593, Z=29.75726 
Frame 01508 Position: X=-10.34031, Y=2.007669, Z=29.69106 
Frame 01509 Position: X=-10.33675, Y=2.006201, Z=29.62346 
Frame 01510 Position: X=-10.33255, Y=2.005895, Z=29.5549 
Frame 01511 Position: X=-10.32831, Y=2.006381, Z=29.49277 
Frame 01512 Position: X=-10.32248, Y=2.007705, Z=29.4144 
Frame 01513 Position: X=-10.31658, Y=2.009381, Z=29.34063 
Frame 01514 Position: X=-10.31042, Y=2.011176, Z=29.26779 
Frame 01515 Position: X=-10.3039, Y=2.012884, Z=29.19382 
Frame 01516 Position: X=-10.2972, Y=2.01421, Z=29.12032 
Frame 01517 Position: X=-10.29035, Y=2.014898, Z=29.04703 
Frame 01518 Position: X=-10.28426, Y=2.014754, Z=28.98288 
Frame 01519 Position: X=-10.27767, Y=2.013565, Z=28.91416 
Frame 01520 Position: X=-10.27047, Y=2.010687, Z=28.83922 
Frame 01521 Position: X=-10.26413, Y=2.00636, Z=28.77272 
Frame 01522 Position: X=-10.25878, Y=2.001194, Z=28.71611 
Frame 01523 Position: X=-10.25199, Y=1.993671, Z=28.64389 
Frame 01524 Position: X=-10.2457, Y=1.986077, Z=28.57738 
Frame 01525 Position: X=-10.23939, Y=1.978036, Z=28.51143 
Frame 01526 Position: X=-10.23279, Y=1.969344, Z=28.44358 
Frame 01527 Position: X=-10.22604, Y=1.960343, Z=28.37579 
Frame 01528 Position: X=-10.21913, Y=1.951179, Z=28.30835 
Frame 01529 Position: X=-10.2119, Y=1.941774, Z=28.23997 
Frame 01530 Position: X=-10.20444, Y=1.932427, Z=28.17212 
Frame 01531 Position: X=-10.19756, Y=1.92419, Z=28.11184 
Frame 01532 Position: X=-10.18862, Y=1.914135, Z=28.03686 
Frame 01533 Position: X=-10.18115, Y=1.906349, Z=27.97707 
Frame 01534 Position: X=-10.17232, Y=1.897898, Z=27.90961 
Frame 01535 Position: X=-10.16309, Y=1.889952, Z=27.84263 
Frame 01536 Position: X=-10.15336, Y=1.882543, Z=27.77564 
Frame 01537 Position: X=-10.14193, Y=1.875078, Z=27.70138 
Frame 01538 Position: X=-10.1307, Y=1.869, Z=27.63275 
Frame 01539 Position: X=-10.1188, Y=1.863839, Z=27.56422 
Frame 01540 Position: X=-10.10645, Y=1.859798, Z=27.49735 
Frame 01541 Position: X=-10.09319, Y=1.856842, Z=27.42977 
Frame 01542 Position: X=-10.07941, Y=1.855183, Z=27.36385 
Frame 01543 Position: X=-10.06464, Y=1.854881, Z=27.29751 
Frame 01544 Position: X=-10.04941, Y=1.856041, Z=27.23336 
Frame 01545 Position: X=-10.03304, Y=1.858812, Z=27.16878 
Frame 01546 Position: X=-10.01595, Y=1.863118, Z=27.10591 
Frame 01547 Position: X=-9.997568, Y=1.868987, Z=27.04253 
Frame 01548 Position: X=-9.980209, Y=1.87546, Z=26.98583 
Frame 01549 Position: X=-9.959425, Y=1.884157, Z=26.9212 
Frame 01550 Position: X=-9.937344, Y=1.894303, Z=26.85571 
Frame 01551 Position: X=-9.915234, Y=1.905211, Z=26.79278 
Frame 01552 Position: X=-9.8925, Y=1.917058, Z=26.73036 
Frame 01553 Position: X=-9.86898, Y=1.929857, Z=26.6678 
Frame 01554 Position: X=-9.846447, Y=1.942536, Z=26.60945 
Frame 01555 Position: X=-9.821148, Y=1.957156, Z=26.54548 
Frame 01556 Position: X=-9.796507, Y=1.971699, Z=26.48447 
Frame 01557 Position: X=-9.774328, Y=1.98498, Z=26.43044 
Frame 01558 Position: X=-9.747035, Y=2.001493, Z=26.36487 
Frame 01559 Position: X=-9.721547, Y=2.017009, Z=26.30433 
Frame 01560 Position: X=-9.699532, Y=2.030433, Z=26.25244 
Frame 01561 Position: X=-9.675089, Y=2.045304, Z=26.19509 
Frame 01562 Position: X=-9.647859, Y=2.06176, Z=26.13135 
Frame 01563 Position: X=-9.625517, Y=2.075115, Z=26.07899 
Frame 01564 Position: X=-9.598731, Y=2.090876, Z=26.01598 
Frame 01565 Position: X=-9.574548, Y=2.104793, Z=25.95866 
Frame 01566 Position: X=-9.553565, Y=2.116561, Z=25.90843 
Frame 01567 Position: X=-9.528164, Y=2.130332, Z=25.84677 
Frame 01568 Position: X=-9.505532, Y=2.142061, Z=25.79087 
Frame 01569 Position: X=-9.482823, Y=2.153242, Z=25.73517 
Frame 01570 Position: X=-9.460374, Y=2.16378, Z=25.68106 
Frame 01571 Position: X=-9.437585, Y=2.174035, Z=25.62697 
Frame 01572 Position: X=-9.414233, Y=2.184162, Z=25.57231 
Frame 01573 Position: X=-9.391109, Y=2.193887, Z=25.51883 
Frame 01574 Position: X=-9.367681, Y=2.20351, Z=25.4652 
Frame 01575 Position: X=-9.345492, Y=2.212477, Z=25.41482 
Frame 01576 Position: X=-9.3212, Y=2.222207, Z=25.36002 
Frame 01577 Position: X=-9.297846, Y=2.231551, Z=25.30758 
Frame 01578 Position: X=-9.274941, Y=2.240778, Z=25.25628 
Frame 01579 Position: X=-9.251908, Y=2.250191, Z=25.20474 
Frame 01580 Position: X=-9.228999, Y=2.259764, Z=25.15341 
Frame 01581 Position: X=-9.206577, Y=2.269411, Z=25.10301 
Frame 01582 Position: X=-9.183773, Y=2.279586, Z=25.05148 
Frame 01583 Position: X=-9.161405, Y=2.290007, Z=25.00056 
Frame 01584 Position: X=-9.13919, Y=2.300878, Z=24.94952 
Frame 01585 Position: X=-9.117263, Y=2.312215, Z=24.89854 
Frame 01586 Position: X=-9.098145, Y=2.322674, Z=24.85351 
Frame 01587 Position: X=-9.076321, Y=2.335371, Z=24.8013 
Frame 01588 Position: X=-9.05701, Y=2.34738, Z=24.75428 
Frame 01589 Position: X=-9.035998, Y=2.3614, Z=24.70206 
Frame 01590 Position: X=-9.015154, Y=2.37644, Z=24.64899 
Frame 01591 Position: X=-8.99761, Y=2.390103, Z=24.60318 
Frame 01592 Position: X=-8.975805, Y=2.407497, Z=24.54831 
Frame 01593 Position: X=-8.954611, Y=2.424162, Z=24.49913 
Frame 01594 Position: X=-8.935221, Y=2.439333, Z=24.45676 
Frame 01595 Position: X=-8.910861, Y=2.458434, Z=24.40608 
Frame 01596 Position: X=-8.887959, Y=2.476563, Z=24.36023 
Frame 01597 Position: X=-8.864861, Y=2.495143, Z=24.31507 
Frame 01598 Position: X=-8.841975, Y=2.513968, Z=24.2708 
Frame 01599 Position: X=-8.821871, Y=2.530954, Z=24.23185 
Frame 01600 Position: X=-8.798533, Y=2.55135, Z=24.18601 
Frame 01601 Position: X=-8.777254, Y=2.570747, Z=24.14307 
Frame 01602 Position: X=-8.755431, Y=2.591656, Z=24.0972 
Frame 01603 Position: X=-8.734998, Y=2.612437, Z=24.05175 
Frame 01604 Position: X=-8.71798, Y=2.630897, Z=24.01128 
Frame 01605 Position: X=-8.70028, Y=2.65157, Z=23.96566 
Frame 01606 Position: X=-8.683809, Y=2.672644, Z=23.9186 
Frame 01607 Position: X=-8.668946, Y=2.693832, Z=23.87051 
Frame 01608 Position: X=-8.654971, Y=2.716628, Z=23.81767 
Frame 01609 Position: X=-8.64306, Y=2.739734, Z=23.7627 
Frame 01610 Position: X=-8.634867, Y=2.759238, Z=23.71502 
Frame 01611 Position: X=-8.627069, Y=2.78392, Z=23.65277 
Frame 01612 Position: X=-8.622558, Y=2.806673, Z=23.59326 
Frame 01613 Position: X=-8.620811, Y=2.826894, Z=23.53848 
Frame 01614 Position: X=-8.621614, Y=2.850663, Z=23.47159 
